,Date,Team,Acquired,Relinquished,Notes,Duration,Year,Season
4879,2017-01-23,Nets,2017-02-01,Joe Harris,placed on IL with sprained left ankle,9.0,2017,regular
4880,2017-01-23,Pacers,2017-01-26,Aaron Brooks,placed on IL with sore right knee,3.0,2017,regular
4881,2017-01-23,Pelicans,2017-01-25,Anthony Davis,placed on IL with bruised right quadriceps,2.0,2017,regular
4882,2017-01-23,Pistons,2017-03-27,Henry Ellenson,placed on IL,63.0,2017,regular
4883,2017-01-23,Warriors,2017-01-25,Andre Iguodala,placed on IL for rest,2.0,2017,regular
4885,2017-01-24,Raptors,2017-01-29,DeMar DeRozan,placed on IL with sprained right ankle,5.0,2017,regular
4886,2017-01-24,Spurs,2017-01-27,(William) Tony Parker,placed on IL with sore left foot,3.0,2017,regular
4889,2017-01-25,Hornets,2017-02-09,Cody Zeller,placed on IL with bruised quadriceps,15.0,2017,regular
4890,2017-01-25,Mavericks,2017-03-10,Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with strained hamstring,44.0,2017,regular
4891,2017-01-25,Pelicans,2017-02-15,Cheick Diallo,placed on IL,21.0,2017,regular
4892,2017-01-25,Warriors,2017-01-29,Damian Jones,placed on IL,4.0,2017,regular
4893,2017-01-26,Jazz,2017-02-01,Raulzinho Neto / Raul Neto,placed on IL,6.0,2017,regular
4894,2017-01-26,Mavericks,2017-02-03,Deron Williams,placed on IL with sprained left big toe,8.0,2017,regular
4895,2017-01-26,Pacers,2017-02-01,Kevin Seraphin,placed on IL with sore left knee,6.0,2017,regular
4896,2017-01-26,Suns,2017-02-01,Dragan Bender,placed on IL with sore right ankle,6.0,2017,regular
4897,2017-01-27,Blazers,2017-01-29,Ed Davis (a),placed on IL with sprained left wrist,2.0,2017,regular
4898,2017-01-27,Celtics,2017-01-30,Al Horford,placed on IL with sore left groin,3.0,2017,regular
4899,2017-01-27,Grizzlies,2017-02-15,Jarell Martin,placed on IL,19.0,2017,regular
4900,2017-01-27,Spurs,season,Jonathon Simmons,placed on IL with sprained right wrist,100.0,2017,regular
4902,2017-01-29,Blazers,2017-02-13,Tim Quarterman,placed on IL,15.0,2017,regular
4903,2017-01-29,Bulls,2017-02-01,Taj Gibson,placed on IL with sore left ankle,3.0,2017,regular
4904,2017-01-29,Hawks,2017-02-24,Thabo Sefolosha,placed on IL with groin injury (DTD),26.0,2017,regular
4905,2017-01-29,Knicks,2017-02-06,Derrick Rose,placed on IL with sprained left ankle,8.0,2017,regular
4906,2017-01-29,Raptors,2017-02-15,Bruno Caboclo,placed on IL,17.0,2017,regular
4909,2017-01-30,Grizzlies,2017-02-01,Deyonta Davis,placed on IL with left foot injury,2.0,2017,regular
4910,2017-01-31,Lakers,2017-02-02,Julius Randle,placed on IL with pneumonia,2.0,2017,regular
4911,2017-01-31,Raptors,2017-02-06,DeMar DeRozan,placed on IL with sore right ankle,6.0,2017,regular
4912,2017-01-31,Spurs,2017-02-02,Bryn Forbes,placed on IL,2.0,2017,regular
4913,2017-02-01,Bucks,2017-02-04,Rashad Vaughn,placed on IL,3.0,2017,regular
4914,2017-02-01,Bulls,2017-02-06,Denzel Valentine,placed on IL,5.0,2017,regular
4915,2017-02-01,Grizzlies,2017-03-26,Wade Baldwin IV,placed on IL,53.0,2017,regular
4916,2017-02-01,Jazz,2017-02-04,Derrick Favors,placed on IL,3.0,2017,regular
4917,2017-02-01,Nets,2017-02-07,Chris McCullough,placed on IL,6.0,2017,regular
4918,2017-02-01,Nuggets,2017-02-03,Nikola Jokic,placed on IL with strained left hip flexor,2.0,2017,regular
4919,2017-02-01,Nuggets,2017-02-03,Will Barton,placed on IL with sore left ankle,2.0,2017,regular
4920,2017-02-01,Pacers,2017-02-03,Georges Niang,placed on IL,2.0,2017,regular
4921,2017-02-01,Pacers,2017-02-04,Rakeem Christmas,placed on IL with right groin injury,3.0,2017,regular
4923,2017-02-01,Suns,2017-02-03,Ronnie Price,placed on IL,2.0,2017,regular
4924,2017-02-01,Thunder,2017-02-05,Alex Abrines,placed on IL with back spasms,4.0,2017,regular
4925,2017-02-02,Lakers,2017-02-10,Thomas Robinson,placed on IL,8.0,2017,regular
4926,2017-02-02,Spurs,2017-02-04,LaMarcus Aldridge,placed on IL with sore right knee,2.0,2017,regular
4927,2017-02-02,Warriors,2017-02-04,Shaun Livingston,placed on IL with strained back,2.0,2017,regular
4928,2017-02-02,Warriors,2017-02-23,Zaur Pachulia / Zaza Pachulia,placed on IL with strained right rotator cuff,21.0,2017,regular
4929,2017-02-03,Mavericks,2017-02-15,Andrew Bogut,placed on IL with strained right hamstring,12.0,2017,regular
4930,2017-02-03,Nuggets,2017-02-23,Danilo Gallinari,placed on IL with strained groin,20.0,2017,regular
4931,2017-02-03,Nuggets,season,Johnny O'Bryant III,placed on IL,100.0,2017,regular
4932,2017-02-03,Pacers,2017-02-06,Rodney Stuckey,placed on IL with sprained right ankle,3.0,2017,regular
4933,2017-02-03,Suns,season,Dragan Bender,placed on IL with right ankle injury,100.0,2017,regular
4934,2017-02-04,Bucks,2017-02-11,Roy Hibbert,placed on IL,7.0,2017,regular
4935,2017-02-04,Jazz,2017-02-24,Rodney Hood,placed on IL with right knee injury,20.0,2017,regular
4936,2017-02-04,Kings,2017-03-05,Garrett Temple,placed on IL with torn left hamstring,29.0,2017,regular
4937,2017-02-04,Nuggets,2017-02-06,Darrell Arthur,placed on IL,2.0,2017,regular
4938,2017-02-04,Pacers,2017-02-24,Thaddeus Young,placed on IL with sprained left wrist,20.0,2017,regular
4939,2017-02-04,Suns,2017-02-06,Ronnie Price,placed on IL,2.0,2017,regular
4940,2017-02-04,Timberwolves,season,Zach LaVine,placed on IL with torn ACL in left knee (out for season),100.0,2017,regular
4941,2017-02-04,Spurs,2017-02-10,Bryn Forbes,placed on IL,6.0,2017,regular
4942,2017-02-05,Thunder,2017-02-24,Josh Huestis,placed on IL,19.0,2017,regular
4943,2017-02-06,Bulls,2017-02-08,Cristiano Felicio,placed on IL with strained lower right leg,2.0,2017,regular
4944,2017-02-06,Knicks,2017-03-29,Joakim Noah,placed on IL with sore left hamstring,51.0,2017,regular
4945,2017-02-06,Lakers,2017-02-08,Marcelinho Huertas / Marcelo Huertas,placed on IL,2.0,2017,regular
4946,2017-02-06,Nuggets,season,Emmanuel Mudiay,placed on IL with back injury,100.0,2017,regular
4948,2017-02-06,Suns,2017-02-08,Derrick Jones Jr.,placed on IL,2.0,2017,regular
4949,2017-02-06,Suns,2017-04-02,Dragan Bender,placed on IL with bruised right ankle,55.0,2017,regular
4950,2017-02-06,Pacers,2017-02-13,Georges Niang,placed on IL,7.0,2017,regular
4951,2017-02-06,Raptors,2017-02-12,Delon Wright,placed on IL,6.0,2017,regular
4952,2017-02-07,Nets,2017-03-01,Quincy Acy,placed on IL with sprained left ankle,22.0,2017,regular
4953,2017-02-08,Bucks,2017-02-10,Spencer Hawes,placed on IL,2.0,2017,regular
4955,2017-02-08,Lakers,2017-03-12,Metta World Peace / Ron Artest,placed on IL,32.0,2017,regular
4956,2017-02-08,Nuggets,2017-02-10,Emmanuel Mudiay,placed on IL,2.0,2017,regular
4957,2017-02-08,Suns,2017-02-10,Ronnie Price,placed on IL,2.0,2017,regular
4958,2017-02-08,Wizards,2017-02-10,Markieff Morris,placed on IL with tightness in right calf,2.0,2017,regular
4959,2017-02-08,Pistons,2017-02-28,Michael Gbinije,placed on IL,20.0,2017,regular
4960,2017-02-09,Hornets,2017-02-11,Mike Tobey,placed on IL,2.0,2017,regular
4962,2017-02-10,Bucks,2017-04-08,Jabari Parker,placed on IL with torn ACL in left knee,57.0,2017,regular
4963,2017-02-10,Bulls,2017-02-16,Paul Zipser,placed on IL with left ankle tendinitis,6.0,2017,regular
4964,2017-02-10,Lakers,2017-02-14,Marcelinho Huertas / Marcelo Huertas,placed on IL,4.0,2017,regular
4965,2017-02-10,Nuggets,2017-02-23,Kenneth Faried,placed on IL with sprained right ankle,13.0,2017,regular
4966,2017-02-10,Spurs,2017-02-12,Dejounte Murray,placed on IL,2.0,2017,regular
4967,2017-02-10,Suns,2017-02-11,Derrick Jones Jr.,placed on IL,1.0,2017,regular
4968,2017-02-10,Wizards,2017-02-24,Daniel Ochefu,placed on IL,14.0,2017,regular
4969,2017-02-11,Bucks,2017-02-13,Khris Middleton,placed on IL,2.0,2017,regular
4970,2017-02-11,Hornets,2017-02-28,Cody Zeller,placed on IL with sore quadriceps,17.0,2017,regular
4971,2017-02-11,Suns,2017-02-13,Eric Bledsoe,placed on IL for rest,2.0,2017,regular
4972,2017-02-11,Suns,2017-02-13,Tyson Chandler,placed on IL with sprained right ankle,2.0,2017,regular
4973,2017-02-12,Knicks,2017-02-15,Maurice Ndour / Maurice N'dour,placed on IL,3.0,2017,regular
4974,2017-02-12,Raptors,2017-02-14,Patrick Patterson,placed on IL with bruised left knee,2.0,2017,regular
4977,2017-02-13,Bucks,season,Roy Hibbert,placed on IL,100.0,2017,regular
4978,2017-02-13,Celtics,2017-02-23,Chris Wilcox,placed on IL with left Achilles tendinitis,10.0,2017,regular
4979,2017-02-13,Celtics,2017-02-24,Jaylen Brown,placed on IL with strained right hip flexor,11.0,2017,regular
4980,2017-02-13,Pacers,2017-02-15,Rakeem Christmas,placed on IL,2.0,2017,regular
4981,2017-02-13,Spurs,2017-03-08,Bryn Forbes,placed on IL,23.0,2017,regular
4982,2017-02-13,Suns,season,Ronnie Price,placed on IL,100.0,2017,regular
4984,2017-02-14,Lakers,2017-02-24,Thomas Robinson,placed on IL,10.0,2017,regular
4985,2017-02-15,Knicks,2017-02-23,Brandon Jennings,placed on IL with sore left Achilles,8.0,2017,regular
4986,2017-02-15,Pacers,2017-02-24,Lavoy Allen,placed on IL with sore right knee,9.0,2017,regular
4987,2017-02-15,Pelicans,2017-02-23,Terrence Jones,placed on IL with sprained right thumb,8.0,2017,regular
4988,2017-02-15,Raptors,2017-02-24,Patrick Patterson,placed on IL with bruised left knee,9.0,2017,regular
4989,2017-02-15,Raptors,season,Serge Ibaka,placed on IL,100.0,2017,regular
4990,2017-02-15,Grizzlies,season,Deyonta Davis,placed on IL,100.0,2017,regular
4992,2017-02-23,Clippers,season,Diamond Stone,placed on IL with left knee injury,100.0,2017,regular
4993,2017-02-23,Nuggets,2017-03-06,Malik Beasley,placed on IL,11.0,2017,regular
4994,2017-02-23,Warriors,2017-03-11,Damian Jones,placed on IL,16.0,2017,regular
4995,2017-02-23,Warriors,2017-02-25,Kevon Looney,placed on IL,2.0,2017,regular
4996,2017-02-23,Knicks,2017-02-25,Marshall Plumlee,placed on IL,2.0,2017,regular
4997,2017-02-23,Magic,2017-03-03,C.J. Watson,placed on IL with Achilles injury,8.0,2017,regular
4999,2017-02-24,Bulls,2017-03-02,Paul Zipser,placed on IL with left ankle tendinitis,6.0,2017,regular
5000,2017-02-24,Celtics,2017-03-03,Gerald Green (b),placed on IL with bruised left heel,7.0,2017,regular
5001,2017-02-24,Clippers,2017-03-16,Wesley Johnson / Wes Johnson,placed on IL,20.0,2017,regular
5002,2017-02-24,Jazz,2017-03-01,Raulzinho Neto / Raul Neto,placed on IL,5.0,2017,regular
5003,2017-02-24,Lakers,2017-02-26,Tyler Ennis,placed on IL,2.0,2017,regular
5004,2017-02-24,Nets,2017-02-25,K.J. McDaniels,placed on IL,1.0,2017,regular
5005,2017-02-24,Nuggets,2017-02-26,Roy Hibbert,placed on IL,2.0,2017,regular
5006,2017-02-24,Pacers,2017-03-01,Al Jefferson,placed on IL with dental ailment,5.0,2017,regular
5007,2017-02-24,Pacers,2017-03-28,Georges Niang,placed on IL,32.0,2017,regular
5008,2017-02-24,Raptors,2017-04-05,Kyle Lowry,placed on IL with sore right wrist,40.0,2017,regular
5009,2017-02-24,Spurs,2017-03-01,Joel Anthony,placed on IL,5.0,2017,regular
5010,2017-02-24,Thunder,2017-02-28,Victor Oladipo,placed on IL with back spasms,4.0,2017,regular
5011,2017-02-24,Wizards,2017-03-01,Chris McCullough,placed on IL,5.0,2017,regular
5012,2017-02-24,Hawks,2017-02-27,Ryan Kelly,placed on IL,3.0,2017,regular
5013,2017-02-25,Bulls,2017-03-04,Michael Carter-Williams,placed on IL with patellar tendinitis in knee,7.0,2017,regular
5014,2017-02-25,Hawks,2017-02-27,Lamar Patterson,placed on IL,2.0,2017,regular
5015,2017-02-25,Knicks,2017-03-01,Kristaps Porzingis,placed on IL with sprained right ankle,4.0,2017,regular
5018,2017-02-25,Warriors,2017-02-27,Kevin Durant,placed on IL with bruised left hand,2.0,2017,regular
5019,2017-02-26,Bucks,2017-02-27,Axel Toupane,placed on IL,1.0,2017,regular
5020,2017-02-26,Lakers,season,Jose Calderon,placed on IL,100.0,2017,regular
5021,2017-02-26,Nuggets,2017-03-16,Kenneth Faried,placed on IL with sore lower back / back spasms,18.0,2017,regular
5022,2017-02-27,Bucks,2017-03-01,Khris Middleton,placed on IL,2.0,2017,regular
5023,2017-02-27,Celtics,2017-03-17,Demetrius Jackson,placed on IL,18.0,2017,regular
5024,2017-02-27,Hawks,2017-03-20,Mike Dunleavy Jr.,placed on IL with sore right ankle,21.0,2017,regular
5025,2017-02-27,Mavericks,2017-03-01,A.J. Hammons,placed on IL,2.0,2017,regular
5026,2017-02-28,Hornets,2017-03-24,Miles Plumlee,placed on IL with strained right calf,24.0,2017,regular
5028,2017-02-28,Pistons,2017-03-04,Darrun Hilliard,placed on IL with back spasms,4.0,2017,regular
5029,2017-02-28,Thunder,2017-04-12,Josh Huestis,placed on IL,43.0,2017,regular
5030,2017-03-01,76ers,season,Joel Embiid,placed on IL with torn meniscus in left knee (out for season),100.0,2017,regular
5031,2017-03-01,Bucks,2017-03-31,Michael Beasley,placed on IL with hyperextended left knee,30.0,2017,regular
5032,2017-03-01,Cavaliers,2017-03-04,Kahlil Felder / Kay Felder,placed on IL,3.0,2017,regular
5033,2017-03-01,Jazz,2017-03-05,Rodney Hood,placed on IL with sore right knee,4.0,2017,regular
5034,2017-03-01,Kings,2017-03-18,Malachi Richardson,placed on IL with torn right hamstring,17.0,2017,regular
5035,2017-03-01,Knicks,2017-03-05,Guillermo Hernangomez / Willy Hernangomez,placed on IL with ankle injury,4.0,2017,regular
5036,2017-03-01,Mavericks,2017-03-05,Wesley Matthews / Wes Matthews Jr.,placed on IL with right hip injury,4.0,2017,regular
5037,2017-03-01,Nets,2017-03-03,Andrew Nicholson,placed on IL,2.0,2017,regular
5038,2017-03-01,Pacers,2017-03-05,Thaddeus Young,placed on IL,4.0,2017,regular
5039,2017-03-01,Rockets,2017-04-02,Isaiah Taylor,placed on IL,32.0,2017,regular
5040,2017-03-01,Spurs,2017-03-03,(William) Tony Parker,placed on IL with bruised quadriceps / sore knee (DTD),2.0,2017,regular
5041,2017-03-01,Pistons,2017-03-27,Michael Gbinije,placed on IL,26.0,2017,regular
5042,2017-03-01,Wizards,2017-03-03,Brandon Jennings,placed on IL,2.0,2017,regular
5043,2017-03-02,Bulls,2017-03-06,Anthony Morrow,placed on IL,4.0,2017,regular
5044,2017-03-02,Thunder,2017-03-07,Victor Oladipo,placed on IL with back injury,5.0,2017,regular
5045,2017-03-02,Warriors,2017-04-08,Kevin Durant,placed on IL with sprained MCL in left knee,37.0,2017,regular
5047,2017-03-03,Lakers,2017-03-05,Luol Deng,placed on IL,2.0,2017,regular
5049,2017-03-03,Spurs,2017-03-04,Joel Anthony,placed on IL,1.0,2017,regular
5050,2017-03-03,Wizards,2017-03-11,Daniel Ochefu,placed on IL,8.0,2017,regular
5051,2017-03-03,Wizards,2017-04-06,Chris McCullough,placed on IL,34.0,2017,regular
5052,2017-03-04,Nets,season,Joe Harris,placed on IL with concussion,100.0,2017,regular
5053,2017-03-04,Spurs,2017-03-06,Emanuel Ginobili / Manu Ginobili,placed on IL for rest,2.0,2017,regular
5054,2017-03-05,Celtics,2017-03-08,Al Horford,placed on IL with sprained right elbow,3.0,2017,regular
5055,2017-03-05,Celtics,2017-03-06,Avery Bradley,placed on IL with hamstring injury / rest,1.0,2017,regular
5056,2017-03-05,Jazz,2017-03-27,Shelvin Mack,placed on IL with sprained left ankle,22.0,2017,regular
5057,2017-03-05,Knicks,2017-03-10,Maurice Ndour / Maurice N'dour,placed on IL with sprained right ankle,5.0,2017,regular
5058,2017-03-05,Lakers,2017-03-07,Ivica Zubac,placed on IL with quadriceps injury (DTD),2.0,2017,regular
5059,2017-03-05,Pacers,2017-03-08,Lavoy Allen,placed on IL with sore right knee,3.0,2017,regular
5060,2017-03-05,Mavericks,2017-03-11,A.J. Hammons,placed on IL,6.0,2017,regular
5061,2017-03-06,Bulls,2017-03-10,Dwyane Wade,placed on IL with strained left quadricep,4.0,2017,regular
5062,2017-03-06,Bulls,2017-03-08,Rajon Rondo,placed on IL with sprained right ankle,2.0,2017,regular
5063,2017-03-06,Jazz,2017-03-08,George Hill,placed on IL,2.0,2017,regular
5065,2017-03-06,Spurs,2017-03-08,Joel Anthony,placed on IL,2.0,2017,regular
5066,2017-03-07,Lakers,2017-04-02,Luol Deng,placed on IL,26.0,2017,regular
5067,2017-03-07,Thunder,2017-03-31,Kyle Singler,placed on IL,24.0,2017,regular
5068,2017-03-08,Bulls,2017-03-12,Isaiah Canaan,placed on IL,4.0,2017,regular
5069,2017-03-08,Celtics,2017-03-12,James Young,placed on IL with bruised tailbone / sore lower back,4.0,2017,regular
5070,2017-03-08,Jazz,2017-04-07,Derrick Favors,placed on IL with sore right knee (DTD),30.0,2017,regular
5071,2017-03-08,Pacers,2017-03-15,Joe Young,placed on IL,7.0,2017,regular
5072,2017-03-08,Spurs,2017-03-09,Kawhi Leonard,placed on IL for rest,1.0,2017,regular
5073,2017-03-08,Spurs,2017-03-09,LaMarcus Aldridge,placed on IL for rest,1.0,2017,regular
5074,2017-03-09,Cavaliers,season,Andrew Bogut,placed on IL with fractured tibia in left / right leg,100.0,2017,regular
5075,2017-03-09,Spurs,2017-03-11,Emanuel Ginobili / Manu Ginobili,placed on IL,2.0,2017,regular
5076,2017-03-09,Spurs,2017-03-11,Kyle Anderson,placed on IL with sprained right knee,2.0,2017,regular
5077,2017-03-10,Bulls,2017-03-17,Anthony Morrow,placed on IL,7.0,2017,regular
5078,2017-03-10,Mavericks,2017-03-15,Nerlens Noel,placed on IL with sore left knee,5.0,2017,regular
5079,2017-03-10,Nuggets,2017-03-13,Malik Beasley,placed on IL,3.0,2017,regular
5080,2017-03-10,Rockets,2017-03-26,Troy Williams,placed on IL,16.0,2017,regular
5081,2017-03-11,Hawks,2017-03-13,Dwight Howard,placed on IL for rest,2.0,2017,regular
5082,2017-03-11,Pelicans,2017-03-17,Cheick Diallo,placed on IL,6.0,2017,regular
5083,2017-03-11,Spurs,2017-03-13,Kawhi Leonard,placed on IL with concussion,2.0,2017,regular
5084,2017-03-11,Spurs,2017-03-15,LaMarcus Aldridge,placed on IL with heart arrhythmia,4.0,2017,regular
5085,2017-03-11,Warriors,2017-03-14,Draymond Green,placed on IL for rest,3.0,2017,regular
5086,2017-03-11,Wizards,2017-03-13,Sheldon McClellan / Sheldon Mac,placed on IL,2.0,2017,regular
5087,2017-03-11,Mavericks,2017-03-13,Jarrod Uthoff,placed on IL,2.0,2017,regular
5088,2017-03-11,Mavericks,2017-03-13,Manny Harris,placed on IL,2.0,2017,regular
5089,2017-03-12,Bulls,2017-03-13,Nikola Mirotic,placed on IL,1.0,2017,regular
5090,2017-03-12,Celtics,2017-04-05,Jordan Mickey,placed on IL,24.0,2017,regular
5091,2017-03-12,Lakers,2017-03-17,Timofey Mozgov,placed on IL,5.0,2017,regular
5092,2017-03-13,Bulls,2017-03-15,Isaiah Canaan,placed on IL,2.0,2017,regular
5093,2017-03-13,Hawks,2017-03-16,Ryan Kelly,placed on IL,3.0,2017,regular
5094,2017-03-13,Mavericks,2017-03-25,A.J. Hammons,placed on IL,12.0,2017,regular
5095,2017-03-13,Nuggets,2017-03-22,Wilson Chandler,placed on IL with right groin injury,9.0,2017,regular
5096,2017-03-13,Spurs,2017-04-12,Dejounte Murray,placed on IL with sore left groin (DTD),30.0,2017,regular
5097,2017-03-13,Wizards,2017-03-15,Daniel Ochefu,placed on IL,2.0,2017,regular
5098,2017-03-14,Warriors,2017-04-12,Damian Jones,placed on IL,29.0,2017,regular
5099,2017-03-14,Cavaliers,2017-03-18,Kahlil Felder / Kay Felder,placed on IL,4.0,2017,regular
5100,2017-03-15,Bulls,2017-03-20,Cameron Payne,placed on IL with sore right foot,5.0,2017,regular
5101,2017-03-15,Mavericks,2017-03-17,Wesley Matthews / Wes Matthews Jr.,placed on IL with strained right calf,2.0,2017,regular
5102,2017-03-15,Pacers,2017-03-19,Lavoy Allen,placed on IL with sore left knee,4.0,2017,regular
5103,2017-03-15,Spurs,2017-03-18,(William) Tony Parker,placed on IL with sore lower back,3.0,2017,regular
5104,2017-03-15,Wizards,2017-03-17,Sheldon McClellan / Sheldon Mac,placed on IL,2.0,2017,regular
5105,2017-03-16,Cavaliers,2017-03-22,Kyle Korver,placed on IL with sore left foot,6.0,2017,regular
5106,2017-03-16,Clippers,2017-03-18,DeAndre Jordan,placed on IL for rest,2.0,2017,regular
5107,2017-03-16,Hawks,2017-03-20,DeAndre' Bembry / DeAndre Bembry,placed on IL,4.0,2017,regular
5108,2017-03-16,Knicks,2017-03-20,Kristaps Porzingis,placed on IL with left thigh injury,4.0,2017,regular
5109,2017-03-16,Nets,2017-03-28,Sean Kilpatrick,placed on IL with strained left hamstring,12.0,2017,regular
5110,2017-03-16,Nuggets,2017-03-24,Danilo Gallinari,placed on IL with left knee injury,8.0,2017,regular
5111,2017-03-17,Bulls,2017-04-08,Dwyane Wade,placed on IL with fractured right elbow,22.0,2017,regular
